
Proving the program took 0.70 seconds

Proving the program took 0.70 seconds
Epoch	Batch	Loss		Valid acc	Test acc	
   29	 6600	1.55304		0.7111111111111111	0.68	
   29	 6700	1.55945		0.7555555555555555	0.68	
   30	 6800	1.54675		0.7444444444444445	0.68	
   30	 6900	1.54653		0.7777777777777778	0.68	
   31	 7000	1.52548		0.7777777777777778	0.675	
   31	 7100	1.54355		0.6888888888888889	0.675	
   32	 7200	1.52355		0.6222222222222222	0.675	
   32	 7300	1.51712		0.7111111111111111	0.675	
   32	 7400	1.52574		0.6888888888888889	0.675	
   33	 7500	1.50834		0.7111111111111111	0.675	
   33	 7600	1.50833		0.7333333333333333	0.675	
   34	 7700	1.49592		0.7333333333333333	0.675	
   34	 7800	1.49867		0.7666666666666667	0.675	
   35	 7900	1.49515		0.6888888888888889	0.675	
   35	 8000	1.48606		0.6888888888888889	0.675	
   36	 8100	1.47166		0.8111111111111111	0.655	
   36	 8200	1.47916		0.6777777777777778	0.655	
   36	 8300	1.46024		0.6888888888888889	0.655	
   37	 8400	1.46407		0.7777777777777778	0.655	
   37	 8500	1.45598		0.8333333333333334	0.755	
   38	 8600	1.44507		0.7666666666666667	0.755	
   38	 8700	1.44229		0.7777777777777778	0.755	
   39	 8800	1.44135		0.7666666666666667	0.755	
   39	 8900	1.43958		0.7333333333333333	0.755	
   40	 9000	1.43801		0.8666666666666667	0.695	
   40	 9100	1.42177		0.7777777777777778	0.695	
   40	 9200	1.41714		0.8	0.695	
   41	 9300	1.43939		0.7888888888888889	0.695	
   41	 9400	1.41552		0.8	0.695	
   42	 9500	1.40685		0.7777777777777778	0.695	
   42	 9600	1.42032		0.8444444444444444	0.695	
   43	 9700	1.41195		0.7666666666666667	0.695	
   43	 9800	1.40859		0.8	0.695	
   44	 9900	1.42008		0.8777777777777778	0.745	
   44	10000	1.40592		0.8555555555555555	0.745	
   44	10100	1.40370		0.8555555555555555	0.745	
   45	10200	1.38807		0.9222222222222223	0.78	
   45	10300	1.40885		0.8555555555555555	0.78	
   46	10400	1.40371		0.8555555555555555	0.78	
   46	10500	1.38061		0.8666666666666667	0.78	
