
Proving the program took 1.47 seconds
Epoch	Batch	Loss		Valid acc	Test acc	
    7	 1700	1.61941		0.36666666666666664	0.205	
    8	 1800	1.65125		0.3111111111111111	0.205	
    8	 1900	1.59925		0.3333333333333333	0.205	
    8	 2000	1.62697		0.3111111111111111	0.205	
    9	 2100	1.60281		0.35555555555555557	0.205	
    9	 2200	1.61667		0.4111111111111111	0.355	
   10	 2300	1.60185		0.35555555555555557	0.355	
   10	 2400	1.59068		0.37777777777777777	0.355	
   11	 2500	1.59454		0.13333333333333333	0.355	
   11	 2600	1.58051		0.35555555555555557	0.355	
   12	 2700	1.55455		0.4222222222222222	0.295	
   12	 2800	1.55645		0.4	0.295	
   12	 2900	1.57053		0.4777777777777778	0.36	
   13	 3000	1.54386		0.45555555555555555	0.36	
   13	 3100	1.55292		0.4111111111111111	0.36	
   14	 3200	1.54946		0.4888888888888889	0.335	
   14	 3300	1.52551		0.4	0.335	
   15	 3400	1.53853		0.4777777777777778	0.335	
   15	 3500	1.54401		0.45555555555555555	0.335	
   16	 3600	1.52961		0.5	0.345	
   16	 3700	1.52427		0.45555555555555555	0.345	
   16	 3800	1.53305		0.4888888888888889	0.345	
   17	 3900	1.52276		0.4666666666666667	0.345	
   17	 4000	1.53046		0.5222222222222223	0.355	
   18	 4100	1.51197		0.5	0.355	
   18	 4200	1.51081		0.5333333333333333	0.37	
   19	 4300	1.50912		0.5	0.37	
   19	 4400	1.50651		0.5	0.37	
   20	 4500	1.50774		0.5444444444444444	0.39	
   20	 4600	1.49078		0.5333333333333333	0.39	
   20	 4700	1.51020		0.6	0.375	
   21	 4800	1.48036		0.5333333333333333	0.375	
   21	 4900	1.48992		0.5111111111111111	0.375	
   22	 5000	1.48101		0.6222222222222222	0.395	
   22	 5100	1.47368		0.6222222222222222	0.37	
   23	 5200	1.48348		0.5888888888888889	0.37	
   23	 5300	1.46071		0.6222222222222222	0.445	
   24	 5400	1.46197		0.6111111111111112	0.445	
   24	 5500	1.45916		0.6	0.445	
   24	 5600	1.46138		0.6444444444444445	0.45	
   25	 5700	1.45181		0.7	0.475	
   25	 5800	1.44948		0.6555555555555556	0.475	
   26	 5900	1.43999		0.7111111111111111	0.46	
   26	 6000	1.42988		0.7111111111111111	0.495	
   27	 6100	1.44200		0.7444444444444445	0.485	
   27	 6200	1.43529		0.7222222222222222	0.485	
   28	 6300	1.43765		0.7333333333333333	0.485	
   28	 6400	1.41045		0.7555555555555555	0.505	
   28	 6500	1.41997		0.7333333333333333	0.505	
   29	 6600	1.40979		0.7333333333333333	0.505	
   29	 6700	1.43779		0.7666666666666667	0.485	
   30	 6800	1.41513		0.7555555555555555	0.485	
   30	 6900	1.41109		0.7888888888888889	0.465	
   31	 7000	1.40164		0.7555555555555555	0.465	
   31	 7100	1.39039		0.7222222222222222	0.465	
   32	 7200	1.41253		0.7444444444444445	0.465	
   32	 7300	1.40650		0.7888888888888889	0.475	
   32	 7400	1.38891		0.7555555555555555	0.475	
   33	 7500	1.39551		0.7555555555555555	0.475	
   33	 7600	1.39146		0.7777777777777778	0.475	
   34	 7700	1.40497		0.8	0.47	
   34	 7800	1.36807		0.7777777777777778	0.47	
   35	 7900	1.40127		0.7222222222222222	0.47	
   35	 8000	1.40157		0.7333333333333333	0.47	
   36	 8100	1.38780		0.7888888888888889	0.47	
   36	 8200	1.37432		0.7444444444444445	0.47	
   36	 8300	1.40305		0.7555555555555555	0.47	
   37	 8400	1.37323		0.7333333333333333	0.47	
   37	 8500	1.38044		0.8	0.49	
   38	 8600	1.37741		0.7777777777777778	0.49	
   38	 8700	1.38604		0.7666666666666667	0.49	
   39	 8800	1.38761		0.7666666666666667	0.49	
   39	 8900	1.36463		0.7444444444444445	0.49	
   40	 9000	1.38518		0.7666666666666667	0.49	
   40	 9100	1.37574		0.7666666666666667	0.49	
   40	 9200	1.36475		0.7	0.49	
   41	 9300	1.36029		0.7555555555555555	0.49	
   41	 9400	1.38529		0.7888888888888889	0.49	
   42	 9500	1.36540		0.7444444444444445	0.49	
   42	 9600	1.37436		0.7555555555555555	0.49	
   43	 9700	1.38541		0.7666666666666667	0.49	
   43	 9800	1.35912		0.7555555555555555	0.49	
   44	 9900	1.37939		0.7444444444444445	0.49	
   44	10000	1.34822		0.8	0.49	
   44	10100	1.37984		0.7777777777777778	0.49	
   45	10200	1.35133		0.7444444444444445	0.49	
   45	10300	1.36061		0.8	0.52	
   46	10400	1.36245		0.7666666666666667	0.52	
   46	10500	1.35657		0.7777777777777778	0.52	
   47	10600	1.36080		0.7666666666666667	0.52	
   47	10700	1.34840		0.7777777777777778	0.52	
   48	10800	1.35839		0.8111111111111111	0.535	
   48	10900	1.34608		0.7777777777777778	0.535	
   48	11000	1.35557		0.8222222222222222	0.49	
   49	11100	1.34896		0.7777777777777778	0.49	
   49	11200	1.37031		0.8	0.49	
   50	11300	1.35212		0.7555555555555555	0.49	
   50	11400	1.35082		0.8444444444444444	0.53	
   51	11500	1.35768		0.7777777777777778	0.53	
   51	11600	1.34705		0.8	0.53	
   52	11700	1.36399		0.8333333333333334	0.53	
   52	11800	1.33660		0.7777777777777778	0.53	
   52	11900	1.37156		0.8111111111111111	0.53	
   53	12000	1.34142		0.8222222222222222	0.53	
   53	12100	1.34070		0.8555555555555555	0.53	
   54	12200	1.35090		0.8111111111111111	0.53	
   54	12300	1.34760		0.8333333333333334	0.53	
   55	12400	1.34331		0.7555555555555555	0.53	
   55	12500	1.33953		0.8	0.53	
   56	12600	1.33764		0.8111111111111111	0.53	
   56	12700	1.33912		0.8	0.53	
   56	12800	1.34977		0.7666666666666667	0.53	
   57	12900	1.34479		0.8333333333333334	0.53	
   57	13000	1.33592		0.8222222222222222	0.53	
   58	13100	1.33760		0.8333333333333334	0.53	
   58	13200	1.34379		0.8333333333333334	0.53	
   59	13300	1.33982		0.8111111111111111	0.53	
   59	13400	1.34337		0.8333333333333334	0.53	
   60	13500	1.31912		0.8111111111111111	0.53	
   60	13600	1.34231		0.8555555555555555	0.525	
   60	13700	1.33509		0.8222222222222222	0.525	
   61	13800	1.32946		0.7888888888888889	0.525	
   61	13900	1.34146		0.8333333333333334	0.525	
   62	14000	1.32495		0.8	0.525	
   62	14100	1.34335		0.7888888888888889	0.525	
   63	14200	1.33187		0.7888888888888889	0.525	
   63	14300	1.33393		0.7444444444444445	0.525	
   64	14400	1.35018		0.8111111111111111	0.525	
   64	14500	1.32454		0.8	0.525	
   64	14600	1.33565		0.7888888888888889	0.525	
   65	14700	1.33331		0.7555555555555555	0.525	
   65	14800	1.32932		0.8	0.525	
   66	14900	1.31946		0.8	0.525	
   66	15000	1.33532		0.8111111111111111	0.525	
   67	15100	1.33457		0.8111111111111111	0.525	
   67	15200	1.32419		0.8	0.525	
   68	15300	1.31976		0.8333333333333334	0.525	
   68	15400	1.32486		0.8222222222222222	0.525	
   68	15500	1.33534		0.8222222222222222	0.525	
   69	15600	1.33334		0.8222222222222222	0.525	
   69	15700	1.32783		0.7888888888888889	0.525	
   70	15800	1.33635		0.8111111111111111	0.525	
   70	15900	1.33145		0.8444444444444444	0.525	
   71	16000	1.33877		0.8444444444444444	0.525	
   71	16100	1.31863		0.8333333333333334	0.525	
   72	16200	1.32341		0.7888888888888889	0.525	
   72	16300	1.32131		0.8111111111111111	0.525	
   72	16400	1.32474		0.8111111111111111	0.525	
   73	16500	1.33403		0.8222222222222222	0.525	
   73	16600	1.31977		0.8333333333333334	0.525	
   74	16700	1.32095		0.8222222222222222	0.525	
   74	16800	1.31590		0.7888888888888889	0.525	
   75	16900	1.32921		0.8	0.525	
   75	17000	1.33241		0.7222222222222222	0.525	
   76	17100	1.34295		0.7888888888888889	0.525	
   76	17200	1.33818		0.8111111111111111	0.525	
   76	17300	1.32680		0.8111111111111111	0.525	
   77	17400	1.32932		0.8222222222222222	0.525	
   77	17500	1.33778		0.8333333333333334	0.525	
   78	17600	1.32723		0.7777777777777778	0.525	
   78	17700	1.32660		0.8333333333333334	0.525	
   79	17800	1.32090		0.8111111111111111	0.525	
   79	17900	1.32218		0.8	0.525	
   80	18000	1.32495		0.8333333333333334	0.525	
   80	18100	1.32641		0.7888888888888889	0.525	
   80	18200	1.32636		0.8111111111111111	0.525	
   81	18300	1.32694		0.7888888888888889	0.525	
   81	18400	1.33105		0.8555555555555555	0.565	
   82	18500	1.31527		0.8111111111111111	0.565	
   82	18600	1.32837		0.8222222222222222	0.565	
   83	18700	1.31625		0.7888888888888889	0.565	
   83	18800	1.31368		0.8111111111111111	0.565	
   84	18900	1.32120		0.8222222222222222	0.565	
   84	19000	1.31745		0.8	0.565	
   84	19100	1.32775		0.7888888888888889	0.565	
   85	19200	1.33632		0.8555555555555555	0.54	
   85	19300	1.31844		0.8222222222222222	0.54	
   86	19400	1.32768		0.8444444444444444	0.54	
   86	19500	1.32664		0.8111111111111111	0.54	
   87	19600	1.31144		0.8111111111111111	0.54	
   87	19700	1.31909		0.8111111111111111	0.54	
   88	19800	1.32596		0.8333333333333334	0.54	
   88	19900	1.32953		0.8222222222222222	0.54	
   88	20000	1.32695		0.8222222222222222	0.54	
   89	20100	1.31808		0.7666666666666667	0.54	
   89	20200	1.32567		0.8333333333333334	0.54	
   90	20300	1.32265		0.8	0.54	
   90	20400	1.31439		0.8111111111111111	0.54	
   91	20500	1.32802		0.8444444444444444	0.54	
   91	20600	1.32928		0.7777777777777778	0.54	
   92	20700	1.31629		0.8111111111111111	0.54	
   92	20800	1.32424		0.8333333333333334	0.54	
   92	20900	1.31823		0.8666666666666667	0.575	
   93	21000	1.30389		0.8444444444444444	0.575	
   93	21100	1.32643		0.7777777777777778	0.575	
   94	21200	1.33137		0.8111111111111111	0.575	
   94	21300	1.31853		0.8333333333333334	0.575	
   95	21400	1.32738		0.7666666666666667	0.575	
   95	21500	1.31793		0.8333333333333334	0.575	
   96	21600	1.33631		0.8444444444444444	0.575	
   96	21700	1.33051		0.8555555555555555	0.575	
   96	21800	1.32429		0.8222222222222222	0.575	
   97	21900	1.34229		0.8444444444444444	0.575	
   97	22000	1.33202		0.8333333333333334	0.575	
   98	22100	1.33311		0.8444444444444444	0.575	
   98	22200	1.32672		0.8111111111111111	0.575	
   99	22300	1.33099		0.8222222222222222	0.575	
   99	22400	1.33394		0.8555555555555555	0.575	
   99	22499	1.32228		0.8666666666666667	0.55	

Training 100 epoch (totalling 22500 batches of size 4) took 861.34 seconds
Best val accuracy:0.8666666666666667
Test accuracy:0.55
